,Country,Region,Population,Average Government Expenditure as % of GDP,Percentage change in GDP per capita USD,start_year,end_year
842,Denmark,Europe,2785508.0,6.456197833333333,10.984621529858195,1902,1907
843,Finland,Europe,2838025.0,10.802961666666667,15.260252365930604,1902,1907
844,France,Europe,40365927.0,13.36884,10.648880850101738,1902,1907
845,Germany,Europe,61904101.0,19.226593333333334,12.166558230318802,1902,1907
846,Greece,Europe,5254961.0,23.584801666666667,5.860503508047876,1902,1907
847,India,Asia,291357804.0,6.556226666666667,-6.22605363984674,1902,1907
848,Italy,Europe,35212911.0,16.392413333333334,10.234351824384458,1902,1907
849,Japan,Asia,48148908.0,2.482365,17.16310843912343,1902,1907
850,Mexico,Americas,14194091.0,5.041621666666667,24.2761692650334,1902,1907
851,Netherlands,Europe,5667969.0,12.493275000000002,-0.6749555950266384,1902,1907
852,New Zealand,Oceania,965687.0,13.343766666666667,20.327961549335605,1902,1907
853,Norway,Europe,2346723.0,10.034115,8.231334149326797,1902,1907
854,Peru,Americas,3984391.0,4.1700116666666664,27.5890637945319,1902,1907
855,Portugal,Europe,5728855.0,9.869443333333335,-1.3379583746283452,1902,1907
856,Russia,Europe,69082476.0,18.494351666666667,-12.29306944697177,1902,1907
857,Spain,Europe,19462702.0,12.178948333333333,3.2181497035349116,1902,1907
858,Sweden,Europe,5356825.0,8.712629160666667,21.50505651397978,1902,1907
859,Switzerland,Europe,3592885.0,4.070128166666667,12.829585912166541,1902,1907
860,United Kingdom,Europe,43690776.0,9.440305,2.881466928618215,1902,1907
861,United States,Americas,85437050.0,2.2367191666666666,14.581791265729095,1902,1907
862,Argentina,Americas,6307441.0,10.063526666666666,22.22688194590061,1903,1908
863,Australia,Oceania,4185562.0,2.6044633333333334,15.145451746960138,1903,1908
864,Austria,Europe,6488195.0,19.023228333333332,12.88395904436861,1903,1908
865,Belgium,Europe,7312468.0,11.509518333333332,4.257442208548157,1903,1908
866,Brazil,Americas,21433310.0,16.689505,2.717391304347827,1903,1908
867,Canada,Americas,6663003.0,6.864200333333334,7.150922092585632,1903,1908
868,Chile,Americas,3480848.0,12.81,18.89973380656611,1903,1908
869,Colombia,Americas,4737057.0,8.025,,1903,1908
870,Denmark,Europe,2818657.0,6.528420166666667,7.971014492753614,1903,1908
871,Finland,Europe,2866950.0,11.068328333333334,8.48529959062152,1903,1908
872,France,Europe,40415980.0,13.149578333333332,7.555949479282065,1903,1908
873,Germany,Europe,62839208.0,19.060708333333334,8.175182481751818,1903,1908
874,Greece,Europe,5292488.0,23.117566666666665,7.731305449936632,1903,1908
875,India,Asia,293017306.0,6.460576666666667,-6.178707224334601,1903,1908
876,Italy,Europe,35496784.0,16.254063333333335,11.552028218694876,1903,1908
877,Japan,Asia,48715351.0,2.6685375,6.9444109175870405,1903,1908
878,Mexico,Americas,14326467.0,5.023805,11.375126390293232,1903,1908
879,Netherlands,Europe,5748418.0,12.401693333333334,1.5151515151515138,1903,1908
880,New Zealand,Oceania,990935.0,12.898633333333335,2.2826808228268103,1903,1908
881,Norway,Europe,2362621.0,10.306417666666666,9.787234042553195,1903,1908
882,Peru,Americas,4034828.0,4.487471666666667,21.776729559748432,1903,1908
883,Portugal,Europe,5777686.0,9.977673333333334,-4.238541153277476,1903,1908
884,Russia,Europe,69710198.0,19.341344501686077,-11.989256333136478,1903,1908
885,Spain,Europe,19594089.0,11.993668333333334,7.530339846146683,1903,1908
886,Sweden,Europe,5390772.0,8.826082143333332,11.867759254026566,1903,1908
887,Switzerland,Europe,3637536.0,4.145179166666666,15.998631818286956,1903,1908
888,United Kingdom,Europe,44073361.0,8.851961666666666,-0.2806736166800272,1903,1908
889,United States,Americas,87074899.0,2.2829111666666666,0.3872794124554879,1903,1908
890,Argentina,Americas,6532092.0,10.042066666666667,15.92607156901298,1904,1909
891,Australia,Oceania,4254685.0,2.537585,15.980134385042355,1904,1909
892,Austria,Europe,6538009.0,19.97349,10.82342954159592,1904,1909
893,Belgium,Europe,7377299.0,11.567463333333334,3.923822032506985,1904,1909
894,Brazil,Americas,21892657.0,16.548031666666667,8.823529411764696,1904,1909
895,Canada,Americas,6835990.0,6.869810333333334,17.387146136189745,1904,1909
896,Chile,Americas,3525079.0,12.838333333333333,10.830819851933104,1904,1909
897,Colombia,Americas,4837936.0,8.120000000000001,,1904,1909
898,Denmark,Europe,2852179.0,6.78526,9.524707657487742,1904,1909
899,Finland,Europe,2894148.0,11.668411666666666,8.843783979702803,1904,1909
900,France,Europe,40408851.0,13.055983333333332,11.238431026884088,1904,1909
901,Germany,Europe,63557664.0,19.30619666666667,6.227106227106227,1904,1909
902,Greece,Europe,5330209.0,23.030041666666666,4.1232986389111215,1904,1909
903,Iceland,Europe,86567.0,7.98153,,1904,1909
904,India,Asia,294397607.0,6.146936666666666,6.2857142857142945,1904,1909
905,Italy,Europe,35739219.0,16.127963333333334,10.546084946547252,1904,1909
906,Japan,Asia,49292444.0,2.8501469999999998,7.077137996439631,1904,1909
907,Mexico,Americas,14429522.0,4.622696666666666,12.650602409638555,1904,1909
908,Netherlands,Europe,5830495.0,12.247833333333334,5.6127052878541805,1904,1909
909,New Zealand,Oceania,1014998.0,12.870833333333332,4.365133836650648,1904,1909
910,Norway,Europe,2380237.0,10.336616666666666,10.766423357664223,1904,1909
911,Peru,Americas,4085875.0,4.647706666666667,19.784449576597375,1904,1909
912,Portugal,Europe,5819754.0,10.112544999999999,-5.5419323197645864,1904,1909
913,Russia,Europe,70343622.0,20.414344681540864,-6.291148271704216,1904,1909
914,Spain,Europe,19726214.0,11.849508333333333,11.937082485582206,1904,1909
915,Sweden,Europe,5426317.0,9.086517692666666,10.586273964990278,1904,1909
916,Switzerland,Europe,3676239.0,4.363737166666667,14.227395481293348,1904,1909
917,United Kingdom,Europe,44417852.0,8.688793333333333,1.3682092555332037,1904,1909
918,United States,Americas,88647362.0,2.2973635,13.094468872155396,1904,1909
919,Argentina,Americas,6748544.0,10.080163333333333,9.864743011722265,1905,1910
920,Australia,Oceania,4329018.0,2.550125,21.684981684981675,1905,1910
921,Austria,Europe,6571587.0,19.943818333333333,6.477157360406083,1905,1910
922,Belgium,Europe,7427418.0,11.937301666666668,4.686489980607633,1905,1910
923,Brazil,Americas,22361184.0,15.96842,7.027027027027022,1905,1910
924,Canada,Americas,7002961.0,6.7708105,14.142303628038032,1905,1910
925,Chile,Americas,3569943.0,12.871666666666668,29.250720461095092,1905,1910
926,Colombia,Americas,4944811.0,7.75,16.94915254237288,1905,1910
927,Denmark,Europe,2886076.0,6.7516205000000005,10.744421526345405,1905,1910
928,Finland,Europe,2919587.0,11.700211666666666,9.398631616852725,1905,1910
929,France,Europe,40344819.0,12.875658333333334,2.4495989594623957,1905,1910
930,Germany,Europe,64056716.0,19.77953,7.861762328213429,1905,1910
931,Greece,Europe,5368127.0,23.08874833333333,1.2499999999999956,1905,1910
932,Iceland,Europe,87565.0,7.677805,,1905,1910
933,India,Asia,295496971.0,6.032118333333333,8.390243902439032,1905,1910
934,Italy,Europe,35939804.0,16.177301666666665,8.408833522083814,1905,1910
935,Japan,Asia,49880362.0,2.987918666666667,9.74421326502628,1905,1910
936,Mexico,Americas,14503032.0,4.240753333333333,2.893890675241151,1905,1910
937,Netherlands,Europe,5914229.0,12.095458333333333,5.143853530950304,1905,1910
938,New Zealand,Oceania,1037814.0,12.887316666666665,9.610658388306813,1905,1910
939,Norway,Europe,2399597.0,10.291089666666666,15.171583383503906,1905,1910
940,Peru,Americas,4137540.0,4.674141666666666,13.58024691358024,1905,1910
941,Portugal,Europe,5854984.0,10.133991666666667,-0.4071246819338459,1905,1910
942,Russia,Europe,70982800.0,21.665238153463957,4.779422553055035,1905,1910
943,Spain,Europe,19859082.0,12.134881666666667,7.651752377635068,1905,1910
944,Sweden,Europe,5463482.0,9.088867649,14.265576543557934,1905,1910
945,Switzerland,Europe,3708897.0,4.3983495,12.022582365153278,1905,1910
946,United Kingdom,Europe,44723743.0,8.669688666666666,1.5125608312508199,1905,1910
947,United States,Americas,90151889.0,2.238396,5.651049649327522,1905,1910
948,Argentina,Americas,6956048.0,9.761746666666665,6.472895863052774,1906,1911
949,Australia,Oceania,4408726.0,2.5643499999999997,13.251670378619163,1906,1911
950,Austria,Europe,6588803.0,20.270285,5.96602133544053,1906,1911
951,Belgium,Europe,7462655.0,12.032246666666666,5.893657911595129,1906,1911
952,Brazil,Americas,22839075.0,15.56273,8.358509566968774,1906,1911
953,Canada,Americas,7163537.0,6.753833166666666,9.54323001631321,1906,1911
954,Chile,Americas,3615449.0,13.068333333333333,22.164667393675018,1906,1911
955,Colombia,Americas,5057903.0,7.733333333333333,19.43925233644861,1906,1911
956,Denmark,Europe,2920355.0,6.838424,13.36898395721926,1906,1911
957,Finland,Europe,2943234.0,11.756594999999999,8.07692307692307,1906,1911
958,France,Europe,40224160.0,12.583721666666667,10.424216584949896,1906,1911
959,Germany,Europe,64333569.0,20.261593333333334,8.121019108280247,1906,1911
960,Greece,Europe,5406242.0,23.154700000000002,27.707509881422922,1906,1911
961,Iceland,Europe,88552.0,7.5273900000000005,,1906,1911
962,India,Asia,296313651.0,5.715890000000001,5.157593123209159,1906,1911
963,Italy,Europe,36098124.0,15.764114999999999,5.969331872946326,1906,1911
964,Japan,Asia,50479280.0,2.8364941666666668,3.0398492935074906,1906,1911
965,Mexico,Americas,14546769.0,4.127773333333333,0.9389671361502261,1906,1911
966,Netherlands,Europe,5999652.0,11.81594,6.72443674176777,1906,1911
967,New Zealand,Oceania,1059319.0,12.68705,6.506932619800532,1906,1911
968,Norway,Europe,2420731.0,10.2426345,12.900457665903886,1906,1911
969,Peru,Americas,4189831.0,4.775891666666666,7.3569482288828425,1906,1911
970,Portugal,Europe,5883300.0,10.163146666666668,0.917431192660545,1906,1911
971,Russia,Europe,71599548.0,23.066164277578196,3.1648087135358605,1906,1911
972,Spain,Europe,19992695.0,12.201993333333334,9.12049933123733,1906,1911
973,Sweden,Europe,5502286.0,9.0562956685,8.459530026109663,1906,1911
974,Switzerland,Europe,3735410.0,4.164223333333333,6.063831007599241,1906,1911
975,United Kingdom,Europe,44990527.0,8.6887945,1.1822153687997883,1906,1911
976,United States,Americas,91585865.0,2.2176386666666663,-2.4470965408908696,1906,1911
977,Argentina,Americas,7153812.0,9.719381666666665,12.858179180268415,1907,1912
978,Australia,Oceania,4493975.0,2.6294033333333333,10.437618918184288,1907,1912
979,Austria,Europe,6589530.0,20.737683333333333,4.999060327006211,1907,1912
980,Belgium,Europe,7482838.0,12.013863333333333,6.955966815571157,1907,1912
981,Brazil,Americas,23326514.0,15.539995,7.201646090534974,1907,1912
982,Canada,Americas,7317326.0,7.0155961666666675,12.951270843451512,1907,1912
983,Chile,Americas,3661606.0,13.125,26.14173228346457,1907,1912
984,Colombia,Americas,5177435.0,7.3999999999999995,17.694369973190337,1907,1912
985,Denmark,Europe,2955018.0,6.611262333333333,9.339571711355044,1907,1912
986,Finland,Europe,2965059.0,11.967583333333332,10.263427984946972,1907,1912
987,France,Europe,40047151.0,12.259601666666667,14.446260727421322,1907,1912
988,Germany,Europe,64385385.0,20.339056666666668,8.60402165506573,1907,1912
989,Greece,Europe,5444555.0,23.145398333333333,22.222222222222232,1907,1912
990,Iceland,Europe,89526.0,7.567515,,1907,1912
991,India,Asia,296845891.0,5.663683333333334,12.155260469867212,1907,1912
992,Italy,Europe,36213760.0,15.697418333333333,4.27879440258343,1907,1912
993,Japan,Asia,51089380.0,2.671620666666667,2.607432171843138,1907,1912
994,Mexico,Americas,14560504.0,4.10333,-4.525089605734767,1907,1912
995,Netherlands,Europe,6086795.0,11.652788333333334,11.677396280400565,1907,1912
996,New Zealand,Oceania,1079444.0,12.760983333333334,-2.4553571428571397,1907,1912
997,Norway,Europe,2443667.0,10.300963833333332,14.50381679389312,1907,1912
998,Peru,Americas,4242755.0,4.948463333333334,4.7402597402597335,1907,1912
999,Portugal,Europe,5904627.0,10.371016666666668,0.6529382219989888,1907,1912
1000,Russia,Europe,72250136.0,24.18282741400641,10.287437928950016,1907,1912
1001,Spain,Europe,20127058.0,12.31718,3.0778514406274216,1907,1912
1002,Sweden,Europe,5542751.0,8.973915190666666,5.5569155446756335,1907,1912
1003,Switzerland,Europe,3755677.0,3.9198383333333333,11.343641332169764,1907,1912
1004,United Kingdom,Europe,45217688.0,8.813858666666667,1.2603437301082154,1907,1912
1005,United States,Americas,92946603.0,2.2281856666666666,0.26152339007796677,1907,1912
1006,Argentina,Americas,7341005.0,9.663228333333334,3.8256990907531208,1908,1913
1007,Australia,Oceania,4584938.0,2.715320333333333,9.878358508220831,1908,1913
1008,Austria,Europe,6573637.0,20.237666965069874,4.365079365079372,1908,1913
1009,Belgium,Europe,7487791.0,12.093784999999999,7.305790397192524,1908,1913
1010,Brazil,Americas,23823693.0,15.359598333333333,10.68783068783068,1908,1913
1011,Canada,Americas,7463921.0,7.089107333333334,24.481910783280636,1908,1913
1012,Chile,Americas,3708422.0,12.776666666666666,20.298507462686576,1908,1913
1013,Colombia,Americas,5303643.0,6.583333333333333,16.120689655172416,1908,1913
1014,Denmark,Europe,2990070.0,6.612058833333333,10.137760508654182,1908,1913
1015,Finland,Europe,2985029.0,12.13315,15.437392795883365,1908,1913
1016,France,Europe,39814066.0,12.211031666666665,14.441697569015254,1908,1913
1017,Germany,Europe,64209282.0,23.67032,12.107191054559486,1908,1913
1018,Greece,Europe,5483067.0,22.813995000000002,-26.431372549019606,1908,1913
1019,Iceland,Europe,90488.0,7.3706879999999995,,1908,1913
1020,India,Asia,297091925.0,5.7145280000000005,8.71327254305978,1908,1913
1021,Italy,Europe,36286291.0,15.934875,6.903820816864292,1908,1913
1022,Japan,Asia,51710843.0,2.5596628333333333,3.1272838357727872,1908,1913
1023,Mexico,Americas,14544007.0,3.8688533333333335,-9.033136631865634,1908,1913
1024,Netherlands,Europe,6175690.0,11.528035000000001,14.67661691542288,1908,1913
1025,New Zealand,Oceania,1098120.0,13.334618333333333,6.552484754119625,1908,1913
1026,Norway,Europe,2468434.0,10.471106666666666,22.23145071982282,1908,1913
1027,Peru,Americas,4296321.0,5.576811666666667,6.197546804389931,1908,1913
1028,Portugal,Europe,5918888.0,10.270466666666666,2.521873391662388,1908,1913
1029,Russia,Europe,72906633.0,25.448184035929618,19.494420739909522,1908,1913
1030,South Africa,Africa,6397751.0,18.81766,,1908,1913
1031,Spain,Europe,20262175.0,12.730475,5.167291272522312,1908,1913
1032,Sweden,Europe,5584898.0,8.799142989166667,15.711038140944677,1908,1913
1033,Switzerland,Europe,3769598.0,3.6620530000000002,8.848910576521373,1908,1913
1034,United Kingdom,Europe,45404707.0,8.9391255,10.065674842514415,1908,1913
1035,United States,Americas,94231351.0,2.2371826666666665,12.611375074977914,1908,1913
1036,Argentina,Americas,7533097.0,10.02768,-10.73609226594301,1909,1914
1037,Australia,Oceania,4677743.0,2.754350666666667,0.9193954659949544,1909,1914
1038,Austria,Europe,6557782.0,19.920991764023796,-12.217541171964763,1909,1914
1039,Belgium,Europe,7492747.0,12.11038695622385,-1.2164296998420254,1909,1914
1040,Brazil,Americas,24331468.0,15.38635,0.5005005005005003,1909,1914
1041,Canada,Americas,7613451.0,7.430986999999999,4.546195209385684,1909,1914
1042,Chile,Americas,3755832.0,12.836666666666666,0.7174666006927177,1909,1914
1043,Colombia,Americas,5432927.0,5.983333333333333,14.619883040935665,1909,1914
1044,Denmark,Europe,3025539.0,6.329125,12.812123299466172,1909,1914
1045,Finland,Europe,3005133.0,11.867666666666667,6.227106227106227,1909,1914
1046,France,Europe,39582334.0,11.909060930794304,2.1790808240887527,1909,1914
1047,Germany,Europe,64033646.0,23.521822817244438,-6.590038314176249,1909,1914
1048,Greece,Europe,5521851.0,22.26400329425424,-7.958477508650519,1909,1914
1049,Iceland,Europe,91461.0,7.371945,14.569466087106653,1909,1914
1050,India,Asia,297338132.0,5.691766833333333,1.2544802867383575,1909,1914
1051,Italy,Europe,36358965.0,17.578725000000002,0.2352326189231535,1909,1914
1052,Japan,Asia,52339865.0,2.5056776666666667,1.0544654271564813,1909,1914
1053,Mexico,Americas,14527526.0,3.7558203115045106,-10.561497326203206,1909,1914
1054,Netherlands,Europe,6265882.0,9.6080425,5.365686944634307,1909,1914
1055,New Zealand,Oceania,1117119.0,13.980615,8.78600552413522,1909,1914
1056,Norway,Europe,2493453.0,9.6592375,19.055464030752333,1909,1914
1057,Peru,Americas,4350562.0,5.749171666666666,3.7917737789203043,1909,1914
1058,Portugal,Europe,5933183.0,10.159422787292003,4.1017653167185975,1909,1914
1059,Russia,Europe,73569093.0,25.13686898286372,3.1004073667927345,1909,1914
1060,South Africa,Africa,6501260.0,22.223985,,1909,1914
1061,Spain,Europe,20398200.0,13.09547,-0.540034104656617,1909,1914
1062,Sweden,Europe,5627365.0,8.452195513166666,17.537688442211063,1909,1914
1063,Switzerland,Europe,3783571.0,3.4430500807614965,-3.34768874773983,1909,1914
1064,United Kingdom,Europe,45592500.0,12.041848833333333,7.595606722244286,1909,1914
1065,United States,Americas,95533839.0,2.168693333333333,-7.162048875100313,1909,1914
1066,Argentina,Americas,7730214.0,9.713266666666668,-15.118187787261983,1910,1915
1067,Australia,Oceania,4772426.0,3.185566833333333,-6.008428657435283,1910,1915
1068,Austria,Europe,6541966.0,18.704953128179188,-19.355453852021355,1910,1915
1069,Belgium,Europe,7497707.0,12.041788902744194,-5.063291139240511,1910,1915
1070,Brazil,Americas,24850065.0,15.462518333333334,3.838383838383841,1910,1915
1071,Canada,Americas,7765975.0,8.506870000000001,4.104304891220489,1910,1915
1072,Chile,Americas,3803843.0,12.526666666666666,-14.983277591973243,1910,1915
1073,Colombia,Americas,5565363.0,5.25,13.285024154589365,1910,1915
1074,Denmark,Europe,3061428.0,6.060200166666667,1.9641043007111447,1910,1915
1075,Finland,Europe,3025373.0,11.485066666666667,-1.2508229098090795,1910,1915
1076,France,Europe,39351947.0,11.736824407765658,9.54295387219637,1910,1915
1077,Germany,Europe,63858476.0,23.08085774181592,-13.415776653550681,1910,1915
1078,Greece,Europe,5560909.0,22.01464335137845,-29.706790123456795,1910,1915
1079,Iceland,Europe,92444.0,7.015205000000001,5.2909935143013564,1910,1915
1080,India,Asia,297584511.0,5.711537166666666,-0.9000900090008979,1910,1915
1081,Italy,Europe,36431783.0,21.684248333333333,-4.883781666231391,1910,1915
1082,Japan,Asia,52976538.0,2.4397818333333334,8.419980044677189,1910,1915
1083,Mexico,Americas,14511060.0,3.6936549498926854,-11.696428571428575,1910,1915
1084,Netherlands,Europe,6357392.0,7.697585833333334,3.7810945273631935,1910,1915
1085,New Zealand,Oceania,1136447.0,14.138096666666668,-2.6787821571866877,1910,1915
1086,Norway,Europe,2518725.0,9.038235666666667,15.185572399372704,1910,1915
1087,Peru,Americas,4405488.0,5.6992400000000005,10.805626598465468,1910,1915
1088,Portugal,Europe,5947512.0,10.092853191210727,0.0,1910,1915
1089,Russia,Europe,74237572.0,24.742530438448934,4.165960277480285,1910,1915
1090,South Africa,Africa,6606440.0,23.869190000000003,,1910,1915
1091,Spain,Europe,20535137.0,14.1453,5.296497701704306,1910,1915
1092,Sweden,Europe,5670156.0,8.4500235215,19.44238835430545,1910,1915
1093,Switzerland,Europe,3797595.0,3.0514264875461046,-7.319419295747465,1910,1915
1094,United Kingdom,Europe,45781070.0,17.955138833333333,11.933143301373406,1910,1915
1095,United States,Americas,96854312.0,2.1352783333333334,-4.904188462062498,1910,1915
1096,Argentina,Americas,7932490.0,9.354838333333333,-17.484508457544802,1911,1916
1097,Australia,Oceania,4869025.0,3.9394481666666668,-4.437069813176009,1911,1916
1098,Austria,Europe,6526188.0,18.305321455520147,-21.905294556301268,1911,1916
1099,Belgium,Europe,7502669.0,12.09987231698903,-1.6485178463399919,1911,1916
1100,Brazil,Americas,25379715.0,15.351406666666668,-3.7174721189591087,1911,1916
1101,Canada,Americas,7921554.0,10.138885833333333,10.290394638868205,1911,1916
1102,Chile,Americas,3852462.0,11.71,2.6556572193706662,1911,1916
1103,Colombia,Americas,5701026.0,5.316666666666666,13.6150234741784,1911,1916
1104,Denmark,Europe,3097742.0,5.776688,0.8783344176968022,1911,1916
1105,Finland,Europe,3045749.0,11.368316666666667,-2.3940472339048835,1911,1916
1106,France,Europe,39122898.0,11.61019483845677,6.563706563706573,1911,1916
1107,Germany,Europe,63683770.0,22.648854785486776,-13.88070692194403,1911,1916
1108,Greece,Europe,5600243.0,21.535181812101285,-52.05818632002476,1911,1916
1109,Iceland,Europe,93438.0,6.8941316666666665,-10.562334469029988,1911,1916
1110,India,Asia,297831063.0,5.596369,2.8156221616712163,1911,1916
1111,Italy,Europe,36504744.0,25.920488333333335,1.8604651162790642,1911,1916
1112,Japan,Asia,53620954.0,2.1589575,17.898026010525058,1911,1916
1113,Mexico,Americas,14494609.0,3.7072084241788166,-0.9302325581395321,1911,1916
1114,Netherlands,Europe,6450239.0,5.839046333333333,2.4033777200389794,1911,1916
1115,New Zealand,Oceania,1156110.0,14.193576666666667,-6.8059837844010485,1911,1916
1116,Norway,Europe,2544253.0,8.205791333333334,21.687357486698765,1911,1916
1117,Peru,Americas,4461108.0,5.517488333333333,19.860406091370564,1911,1916
1118,Portugal,Europe,5961877.0,10.333833638935522,-0.6565656565656552,1911,1916
1119,Russia,Europe,74912123.0,24.27114940039762,11.328223873994215,1911,1916
1120,South Africa,Africa,6713319.0,22.6642875,,1911,1916
1121,Spain,Europe,20672994.0,14.204446666666668,1.6252347815641777,1911,1916
1122,Sweden,Europe,5713272.0,8.342416199,22.98988926336061,1911,1916
1123,Switzerland,Europe,3811672.0,2.7576212469271204,0.44105244227661267,1911,1916
1124,United Kingdom,Europe,45970420.0,28.313996833333334,10.515621031242063,1911,1916
1125,United States,Americas,98193018.0,2.032706333333333,4.996256120395781,1911,1916
1126,Argentina,Americas,8140058.0,8.897911666666667,-28.539289731640682,1912,1917
1127,Australia,Oceania,4967579.0,4.972667833333333,-6.017720895889733,1912,1917
1128,Austria,Europe,6510448.0,17.940896221478617,-26.22158582423483,1912,1917
1129,Belgium,Europe,7507636.0,12.330139392070478,-16.3335322195704,1912,1917
1130,Brazil,Americas,25920654.0,15.368788333333333,4.222648752399238,1912,1917
1131,Canada,Americas,8080249.0,11.626107666666668,9.688978070804065,1912,1917
1132,Chile,Americas,3901698.0,10.645000000000001,-3.8493549729504806,1912,1917
1133,Colombia,Americas,5839997.0,5.183333333333333,12.528473804100226,1912,1917
1134,Denmark,Europe,3134488.0,5.8285805,-5.118499012508226,1912,1917
1135,Finland,Europe,3066262.0,11.634450000000001,-21.811976419484946,1912,1917
1136,France,Europe,38895178.0,11.658218218789218,-15.229423317264779,1912,1917
1137,Germany,Europe,63509528.0,22.236046580007493,-16.23642513797401,1912,1917
1138,Greece,Europe,5639856.0,21.28661916091023,-56.87400318979267,1912,1917
1139,Iceland,Europe,94442.0,8.215288333333334,-13.20434660600236,1912,1917
1140,India,Asia,298077789.0,6.725167333333334,1.1839708561020013,1912,1917
1141,Italy,Europe,36577850.0,30.56148333333333,2.0645161290322678,1912,1917
1142,Japan,Asia,54273209.0,2.014635166666667,21.5280470651539,1912,1917
1143,Mexico,Americas,14478175.0,3.5670350908454833,4.176442984514317,1912,1917
1144,Netherlands,Europe,6544441.0,4.234379666666666,-7.429943955164131,1912,1917
1145,New Zealand,Oceania,1176113.0,14.55344,-3.854028664338194,1912,1917
1146,Norway,Europe,2570040.0,7.506875,5.827160493827166,1912,1917
1147,Peru,Americas,4517430.0,5.361,19.900805951642898,1912,1917
1148,Portugal,Europe,5976275.0,10.53931030560219,-3.59281437125748,1912,1917
1149,Russia,Europe,75592802.0,23.734473776931022,-8.949949332855734,1912,1917
1150,South Africa,Africa,6821924.0,21.979964000000002,,1912,1917
1151,Spain,Europe,20811776.0,14.814168333333333,3.4040919083757837,1912,1917
1152,Sweden,Europe,5756715.0,8.634230599,11.294063079777361,1912,1917
1153,Switzerland,Europe,3825800.0,2.6942534342143833,-5.665164381155419,1912,1917
1154,United Kingdom,Europe,46160552.0,38.506314333333336,8.938898667337192,1912,1917
1155,United States,Americas,99550208.0,2.301947833333333,-2.0797635098325884,1912,1917
1156,Argentina,Americas,8354021.0,8.421835,-14.458030403172506,1913,1918
1157,Australia,Oceania,5069291.0,5.972685833333333,-10.754257907542575,1913,1918
1158,Austria,Europe,6494625.0,17.57064849653965,-26.25384754662321,1913,1918
1159,Belgium,Europe,7513025.0,12.575039304739072,-32.213468113572176,1913,1918
1160,Brazil,Americas,26470416.0,15.343593333333333,-0.47801147227533036,1913,1918
1161,Canada,Americas,8245222.0,13.608762166666667,-0.12697516930022523,1913,1918
1162,Chile,Americas,3946949.0,9.3,-4.8387096774193505,1913,1918
1163,Colombia,Americas,5981524.0,5.2,13.956941351150709,1913,1918
1164,Denmark,Europe,3171600.0,6.1848125,-11.577934573444516,1913,1918
1165,Finland,Europe,3086976.0,13.290193833333333,-35.096582466567604,1913,1918
1166,France,Europe,38680067.0,11.88568308776486,-31.251125112511247,1913,1918
1167,Germany,Europe,63305628.0,22.042628827706782,-18.22871883061049,1913,1918
1168,Greece,Europe,5678901.0,20.967707409315967,21.481876332622598,1913,1918
1169,Iceland,Europe,95464.0,8.733006666666666,-22.258480355219,1913,1918
1170,India,Asia,298421342.0,6.833887,-9.785647716682199,1913,1918
1171,Italy,Europe,36659635.0,34.412823333333336,-4.954399802809961,1913,1918
1172,Japan,Asia,54927094.0,1.8899736666666669,22.33429673437901,1913,1918
1173,Mexico,Americas,14468493.0,3.4163500908454836,15.169660678642716,1913,1918
1174,Netherlands,Europe,6640214.0,2.5916855,-17.2141307716145,1913,1918
1175,New Zealand,Oceania,1196505.0,14.907776666666669,-4.676083779834384,1913,1918
1176,Norway,Europe,2595896.0,7.4716898333333335,-8.878822197055491,1913,1918
1177,Peru,Americas,4574463.0,5.048301666666666,16.778115501519753,1913,1918
1178,Portugal,Europe,5990842.0,11.050788638935522,-7.981927710843372,1913,1918
1179,Russia,Europe,76290879.0,23.14485375679402,-37.96000809445549,1913,1918
1180,South Africa,Africa,6927689.0,21.595478333333332,88.86214373387983,1913,1918
1181,Spain,Europe,20951479.0,14.67545,-2.8628709288803234,1913,1918
1182,Sweden,Europe,5800311.0,10.483141741333334,-3.208906352324825,1913,1918
1183,Switzerland,Europe,3840103.0,2.552224320011509,-12.927616782059859,1913,1918
1184,United Kingdom,Europe,46352692.0,46.46732516666666,5.090112031173888,1913,1918
1185,United States,Americas,100970120.0,5.171969,3.5945496474564242,1913,1918
1186,Argentina,Americas,8579951.0,7.951721666666667,0.15200456013679808,1914,1919
1187,Australia,Oceania,5171552.0,7.112225,-6.189941345313866,1914,1919
1188,Austria,Europe,6486496.0,17.55822004695079,-21.444153577661428,1914,1919
1189,Belgium,Europe,7527467.0,12.85746019908948,-13.609467455621305,1914,1919
1190,Brazil,Americas,27027899.0,14.583149999999998,14.940239043824711,1914,1919
1191,Canada,Americas,8408944.0,15.668319333333335,-0.15586034912717928,1914,1919
1192,Chile,Americas,3994434.0,8.466666666666667,-5.3549496438221595,1914,1919
1193,Colombia,Americas,6126807.0,4.933333333333333,18.73177842565599,1914,1919
1194,Denmark,Europe,3207237.0,7.066827833333332,-6.075408334605403,1914,1919
1195,Finland,Europe,3109646.0,14.845233833333333,-17.147335423197497,1914,1919
1196,France,Europe,38558175.0,12.09293218625974,-13.125242341993015,1914,1919
1197,Germany,Europe,63226761.0,18.43678820702365,-15.463494667760457,1914,1919
1198,Greece,Europe,5722766.0,21.283396531380507,-15.162907268170422,1914,1919
1199,Iceland,Europe,96495.0,8.938316666666667,-7.943117136934119,1914,1919
1200,India,Asia,299273541.0,6.8167705000000005,-2.6548672566371723,1914,1919
